Lieu(CP),web,Désignation,prix,notes,Dates,Planif,nom1,email1,tel1
1196,www.gland.ch/economie,Forum Nouvelle Economie à Gland,Prix Nouvelle Economie - à la recherche des solutions de demain (2-10kf),,nov,1oct,J.Baird,,
